=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.01.04 14:49:14 =~=~=~=~=~=~=~=~=~=~=~=
22048,11756,22653,11771
22049,11754,22654,11767
22049,11750,22655,11757
22050,11743,22656,11749
22049,11737,22657,11745
22049,11734,22657,11741
22048,11733,22656,11747
22048,11739,22656,11756
22048,11746,22655,11761
22049,11747,22654,11764
22049,11751,22654,11766
22049,11751,22654,11760
22050,11745,22656,11751
22049,11738,22656,11746
22049,11736,22657,11742
22048,11733,22657,11747
22048,11737,22656,11752
22048,11742,22655,11760
22048,11749,22654,11767
22049,11751,22653,11767
22050,11750,22654,11764
22052,11744,22655,11749
22052,11734,22658,11731
22049,11723,22660,11726
22048,11723,22659,11732
22046,11732,22656,11754
22046,11751,22654,11775
22045,11765,22650,11796
22045,11785,22647,11825
22042,11815,22646,11845
22040,11831,22646,11845
22039,11829,22648,11829
22040,11812,22650,11808
22040,11794,22651,11796
22040,11785,22651,11794
22040,11783,22650,11797
22041,11784,22648,11800
22041,11786,22647,11801
22041,11782,22648,11794
22042,11775,22649,11782
22043,11763,22652,11762
22043,11748,22653,11745
22044,11731,22655,11731
22044,11720,22654,11729
22045,11719,22656,11721
22050,11701,22656,11708
22052,11692,22655,11706
22049,11699,22650,11744
22045,11741,22651,11763
22046,11746,22653,11750
22047,11732,22658,11710
22054,11682,22672,11606
22082,11523,22697,11363
22112,11264,22720,11104
22130,11036,22736,10932
22140,10896,22754,10810
22143,10805,22765,10759
22135,10793,22773,10771
22121,10840,22783,10807
22052,10998,22786,11022
22036,11162,22792,11111
22034,11220,22785,11193
22035,11294,22775,11291
22044,11367,22772,11328
22052,11386,22773,11330
22057,11386,22773,11332
22054,11398,22789,11271
22065,11314,22799,11181
22062,11258,22802,11170
22053,11281,22802,11221
22047,11334,22798,11283
22043,11395,22793,11354
22046,11447,22788,11403
22049,11484,22785,11434
22058,11499,22786,11425
22062,11486,22787,11410
22057,11490,22784,11446
22047,11543,22783,11494
22040,11590,22786,11517
22033,11613,22790,11517
22039,11587,22796,11460
22051,11520,22797,11414
22059,11478,22794,11408
22066,11474,22793,11408
22145,11334,22787,11247
22192,11193,22765,11250
22174,11320,22733,11529
22131,11666,22703,11913
22094,12032,22683,12209
