=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.01.04 14:46:01 =~=~=~=~=~=~=~=~=~=~=~=
9072,22901,9182,23405
9123,22431,9237,23116
9178,21833,9273,22325
9184,21148,9210,22222
9131,21226,9179,22335
9126,21174,9205,21899
9158,20579,9253,21076
9200,19724,9292,20226
9223,18968,9305,19700
9236,18519,9325,19297
9261,18098,9360,18771
9300,17527,9401,18108
9339,16862,9430,17467
9364,16265,9450,16938
9380,15779,9465,16520
9393,15389,9488,16135
9417,14996,9524,15697
9453,14548,9570,15184
9486,14064,9540,15087
9428,14277,9461,15823
9382,14974,9457,16143
9399,15033,9493,15783
9436,14556,9530,15193
9463,13998,9543,14790
9464,13710,9543,14677
9468,13617,9566,14514
9496,13396,9607,14152
9536,13001,9646,13709
9571,12574,9671,13333
9593,12253,9682,13102
9603,12055,9693,12920
9616,11874,9715,12692
9636,11635,9729,12476
9618,11575,9652,13037
9546,12328,9615,13801
9538,12881,9645,13862
9578,12733,9690,13433
9620,12261,9717,12980
9633,11902,9706,12865
9623,11875,9704,12883
9628,11851,9727,12715
9652,11631,9763,12393
9682,11307,9797,12077
9710,11031,9820,11870
9730,10871,9836,11766
9748,10782,9851,11672
9765,10682,9869,11514
9785,10507,9887,11308
9780,10395,9810,11761
9690,11131,9740,12754
9652,11960,9756,13079
9683,12025,9807,12746
9731,11601,9850,12265
9759,11201,9847,12123
9753,11180,9837,12231
9752,11269,9849,12182
9770,11143,9878,11903
9796,10840,9907,11578
9817,10553,9928,11364
9834,10393,9947,11267
9850,10323,9965,11216
9869,10271,9986,11127
9894,10166,10012,10954
9921,9971,10017,10813
9888,10045,9912,11604
9794,11023,9858,12552
9771,11722,9883,12690
9805,11629,9934,12285
9849,11178,9966,11874
9864,10891,9957,11881
9856,10994,9956,12018
9865,11072,9975,11922
9889,10899,10001,11628
9914,10592,10022,11344
9928,10360,10033,11198
9935,10261,10046,11146
9946,10225,10063,11108
9962,10186,10088,11020
9989,10078,10116,10856
10012,9927,10094,10916
9956,10261,9991,11899
9878,11298,9960,12640
9875,11750,9991,12561
9909,11497,10035,12096
9941,11027,10046,11809
9936,10902,10033,11943
9930,11072,10045,12032
9950,11077,10075,11854
9982,10847,10103,11553
10006,10566,10117,11330
10018,10379,10121,11226
10021,10315,10125,11195
10025,10294,10137,11157
10036,10249,10161,11050
10058,10125,10189,10883
10073,10003,10145,11148
10001,10570,10059,12190
9949,11533,10054,12710
9965,11779,10090,12483
10004,11422,10125,12000
10024,10987,10114,11847
10003,10991,10096,12036
9994,11168,10110,12067
10011,11127,10145,11846
10046,10852,10177,11548
10071,10595,10194,11368
10086,10468,10201,11311
10094,10436,10204,11296
10099,10419,10213,11236
10110,10343,10229,11101
10123,10208,10223,11066
10080,10382,10130,11883
10002,11324,10098,12679
9998,11860,10134,12678
10039,11674,10182,12241
10080,11212,10194,11917
10077,11045,10168,12048
10058,11233,10162,12183
10062,11286,10180,12041
10082,11081,10206,11749
10100,10806,10224,11526
10112,10637,10236,11436
10122,10579,10248,11414
10135,10562,10265,11368
10153,10502,10285,11242
10174,10369,10285,11166
10144,10468,10191,11886
10060,11347,10141,12710
10040,11930,10164,12757
10070,11769,10210,12315
10105,11306,10224,11985
10101,11139,10206,12124
10087,11341,10208,12281
10100,11411,10234,12142
10129,11203,10260,11849
10151,10928,10270,11635
10157,10768,10271,11548
10157,10715,10273,11528
10159,10697,10283,11476
10170,10630,10305,11351
10188,10500,10313,11266
10164,10587,10230,11968
10089,11455,10186,12800
10078,12050,10211,12862
10111,11906,10247,12457
10142,11476,10256,12120
10135,11271,10231,12194
10114,11412,10229,12303
10120,11443,10254,12151
10144,11238,10287,11856
10172,10953,10313,11606
10194,10741,10328,11466
10205,10652,10330,11450
10211,10657,10335,11444
10219,10631,10346,11346
10231,10515,10347,11251
10202,10574,10260,11898
10119,11397,10215,12711
10103,11984,10246,12766
10141,11831,10296,12332
10182,11369,10313,11991
10182,11190,10289,12129
10165,11395,10283,12289
10171,11465,10301,12152
10191,11258,10322,11859
10206,10985,10332,11649
10210,10835,10338,11582
10214,10797,10349,11556
10226,10766,10368,11477
10245,10675,10383,11376
10239,10671,10312,11876
10162,11392,10251,12743
10134,12073,10264,12914
10159,12015,10297,12547
10188,11602,10314,12175
10186,11352,10294,12212
10166,11480,10290,12362
10170,11567,10313,12269
10196,11407,10346,11993
10225,11126,10366,11750
10240,10937,10371,11651
10245,10880,10371,11635
10247,10869,10375,11587
10254,10803,10389,11460
10265,10672,10384,11406
10225,10814,10292,12182
10145,11726,10256,12976
10139,12260,10290,12965
10178,12056,10331,12543
10210,11637,10337,12271
10204,11504,10312,12386
10187,11661,10307,12478
10191,11672,10325,12302
10209,11440,10347,12012
10224,11178,10360,11818
10232,11040,10371,11747
10240,10994,10382,11721
10251,10973,10397,11663
10269,10895,10416,11520
10289,10743,10418,11410
10261,10795,10322,12091
10170,11669,10264,12966
10146,12305,10285,13045
10174,12162,10324,12635
10204,11735,10341,12302
10204,11536,10326,12381
10191,11684,10326,12506
10202,11734,10350,12365
10229,11525,10373,12066
10249,11244,10382,11844
10255,11071,10383,11747
10253,11009,10384,11716
10254,10985,10394,11662
10264,10916,10416,11531
10284,10774,10432,11393
10275,10758,10355,11954
10193,11558,10294,12887
10168,12282,10311,13059
10197,12211,10346,12670
10228,11779,10358,12295
10223,11534,10334,12341
10199,11666,10325,12494
10199,11753,10348,12386
10224,11570,10380,12088
10249,11280,10401,11847
10266,11093,10410,11742
10274,11026,10413,11714
10280,11004,10419,11668
10289,10941,10430,11541
10299,10806,10433,11425
10274,10831,10345,12044
10186,11658,10293,12918
10166,12304,10321,13012
10201,12175,10366,12604
10239,11744,10383,12264
10239,11546,10359,12371
10221,11724,10349,12520
10223,11790,10365,12383
10241,11582,10386,12080
10257,11291,10399,11847
10262,11118,10404,11765
10265,11074,10414,11735
10276,11041,10433,11655
10295,10945,10443,11567
10281,10980,10367,12125
10209,11714,10318,12880
10191,12259,10337,12917
10219,12092,10374,12482
10248,11633,10384,12132
10239,11440,10359,12252
10218,11629,10359,12407
10227,11701,10387,12269
10255,11495,10417,11981
10280,11229,10431,11777
10291,11076,10432,11708
10293,11042,10432,11688
10297,11011,10441,11601
10305,10911,10444,11506
10280,10944,10362,12098
10199,11728,10315,12914
10183,12324,10344,12980
10219,12178,10389,12568
10257,11745,10404,12227
10255,11548,10376,12341
10234,11735,10366,12501
10235,11811,10381,12371
10253,11609,10401,12087
10265,11349,10412,11890
10271,11200,10421,11803
10279,11136,10434,11741
10291,11078,10429,11754
10258,11256,10353,12431
10198,12006,10327,13007
10199,12351,10353,12894
10229,12090,10383,12465
10248,11684,10378,12247
10230,11610,10355,12401
10214,11782,10362,12463
10227,11759,10391,12260
10255,11512,10419,11978
10276,11269,10432,11816
10286,11157,10435,11768
10293,11121,10441,11705
10300,11050,10435,11658
10269,11141,10343,12317
10179,11978,10290,13149
10159,12571,10316,13197
10186,12425,10346,12870
10208,12102,10360,12628
10212,11947,10351,12643
10207,12000,10352,12666
10218,11971,10369,12499
10236,11758,10384,12224
10248,11505,10391,12026
10250,11352,10393,11940
10251,11293,10402,11876
10260,11218,10420,11754
10272,11111,10396,11871
10217,11468,10317,12715
10167,12285,10310,13166
10181,12480,10336,12968
10204,12205,10349,12659
10211,11934,10341,12529
10198,11885,10330,12568
10192,11913,10343,12498
10207,11790,10369,12265
10228,11549,10390,12039
10246,11359,10407,11889
10261,11233,10416,11796
10270,11162,10422,11732
10278,11095,10429,11631
10289,10983,10443,11469
10298,10830,10425,11460
10246,11052,10333,12290
10174,11945,10312,12933
10178,12321,10347,12830
10208,12092,10373,12528
10229,11824,10377,12369
10227,11743,10368,12401
10225,11782,10371,12371
10233,11703,10386,12180
10247,11487,10400,11935
10257,11271,10412,11767
10264,11136,10422,11673
10273,11065,10438,11599
10289,10987,10458,11492
10307,10882,10475,11379
10324,10779,10488,11267
10339,10671,10500,11134
10350,10551,10490,11109
10309,10713,10398,11857
10231,11569,10364,12573
10223,12039,10393,12554
10250,11870,10422,12254
10273,11586,10434,12065
10277,11484,10429,12104
10276,11545,10433,12123
10286,11520,10448,11977
10303,11338,10463,11747
10314,11130,10470,11580
10318,11001,10476,11494
10322,10934,10486,11434
10331,10878,10504,11356
10346,10802,10522,11264
10363,10719,10540,11167
10382,10623,10558,11045
10400,10506,10566,10940
10392,10493,10497,11386
10315,11151,10437,12199
10285,11791,10449,12377
10305,11769,10481,12101
10329,11469,10501,11831
10336,11284,10496,11843
10331,11361,10498,11938
10340,11414,10516,11856
10362,11278,10536,11629
10380,11059,10546,11441
10387,10912,10548,11346
10388,10844,10553,11297
10392,10804,10564,11238
10401,10742,10580,11157
10414,10669,10600,11068
10433,10581,10621,10958
10453,10478,10636,10857
10454,10453,10575,11254
10382,11071,10509,12099
10347,11773,10512,12361
10362,11818,10539,12114
10383,11532,10558,11822
10388,11312,10552,11797
10379,11365,10551,11905
10385,11444,10569,11860
10406,11344,10595,11655
10430,11133,10609,11456
10442,10972,10613,11356
10445,10906,10614,11314
10446,10871,10618,11272
10450,10829,10627,11209
10457,10769,10643,11122
10472,10681,10665,11004
10490,10571,10678,10926
10484,10595,10617,11403
10420,11250,10569,12157
10402,11832,10582,12294
10424,11780,10609,11990
10447,11447,10620,11694
10443,11258,10601,11751
10424,11391,10596,11904
10426,11487,10617,11843
10448,11368,10645,11628
10472,11158,10663,11445
10486,11015,10668,11374
10491,10980,10669,11359
10496,10961,10674,11305
10502,10899,10682,11208
10505,10817,10660,11290
10460,11075,10606,11895
10424,11654,10608,12208
10440,11783,10646,12014
10477,11501,10681,11634
10499,11187,10673,11558
10487,11233,10656,11740
10480,11389,10658,11769
10487,11360,10671,11625
10498,11194,10685,11428
10507,11025,10694,11319
10511,10957,10701,11304
10518,10957,10715,11286
10533,10921,10734,11195
10547,10841,10710,11307
10497,11170,10627,12120
10439,11983,10605,12658
10439,12281,10625,12547
10457,12068,10642,12251
10465,11802,10641,12117
10456,11757,10632,12200
10451,11846,10642,12215
10465,11810,10664,12069
10485,11646,10682,11874
10501,11470,10688,11749
10507,11376,10689,11683
10510,11316,10691,11611
10512,11246,10697,11526
10514,11173,10673,11612
10463,11454,10602,12346
10411,12193,10593,12821
10420,12443,10621,12708
10444,12248,10639,12465
10459,12033,10636,12349
10453,11986,10624,12393
10447,12026,10625,12356
10452,11941,10637,12174
10463,11747,10649,11972
10469,11573,10659,11850
10474,11488,10666,11813
10482,11461,10679,11765
10496,11403,10694,11667
10510,11306,10687,11646
10480,11435,10612,12243
10417,12118,10577,12820
10407,12491,10592,12794
10421,12342,10609,12534
10432,12091,10615,12356
10430,11982,10612,12359
10430,11999,10622,12335
10442,11943,10641,12191
10460,11784,10654,12020
10473,11631,10658,11897
10476,11538,10656,11842
10473,11501,10654,11819
10473,11471,10660,11749
10478,11394,10673,11641
10486,11297,10667,11641
10455,11454,10599,12273
10400,12162,10576,12851
10401,12527,10598,12807
10424,12362,10615,12541
10436,12116,10607,12407
10422,12070,10588,12484
10409,12144,10589,12480
10413,12087,10604,12317
10425,11911,10620,12142
10436,11763,10630,12047
10443,11698,10637,12012
10451,11667,10645,11960
10461,11608,10652,11868
10469,11518,10652,11790
10460,11493,10603,12056
10400,11923,10549,12678
10370,12434,10559,12814
10388,12389,10592,12520
10414,12067,10609,12255
10416,11906,10597,12314
10409,12011,10600,12382
10420,12015,10616,12244
10438,11835,10627,12024
10446,11643,10626,11896
10442,11559,10621,11875
10437,11551,10625,11850
10441,11516,10638,11773
10451,11435,10647,11711
10444,11451,10595,12098
10387,12005,10550,12778
10370,12529,10562,12892
10388,12479,10577,12661
10401,12233,10578,12459
10393,12103,10561,12482
10379,12156,10559,12504
10381,12133,10576,12367
10395,11969,10595,12176
10409,11801,10607,12050
10420,11702,10616,11979
10430,11640,10621,11915
10436,11582,10623,11857
10440,11524,10626,11775
10445,11436,10632,11663
10447,11342,10618,11675
10405,11522,10536,12388
10336,12322,10508,13046
10332,12747,10530,13049
10351,12636,10546,12865
10365,12453,10550,12708
10366,12342,10540,12690
10360,12338,10538,12647
10363,12257,10547,12476
10371,12071,10557,12279
10376,11898,10565,12146
10380,11789,10574,12060
10389,11715,10587,11985
10401,11641,10601,11891
10415,11550,10611,11790
10426,11456,10617,11705
10431,11387,10618,11641
10434,11325,10622,11559
10437,11246,10622,11500
10418,11281,10553,11994
10339,11977,10492,12868
10311,12673,10507,13082
10330,12688,10525,12911
10344,12509,10534,12739
10352,12363,10529,12673
10346,12332,10522,12656
10346,12291,10528,12535
10352,12141,10539,12329
10360,11940,10549,12155
10364,11798,10557,12056
10371,11719,10569,11982
10382,11651,10583,11900
10396,11566,10595,11796
10409,11469,10604,11694
10418,11377,10606,11616
10420,11313,10608,11552
10423,11252,10614,11469
10426,11175,10610,11447
10397,11286,10535,12070
10327,12043,10498,12796
10318,12553,10521,12852
10342,12460,10542,12623
10359,12234,10546,12446
10357,12124,10530,12483
10346,12187,10525,12502
10347,12154,10537,12345
10358,11965,10551,12124
10366,11769,10560,11977
10372,11656,10571,11900
10382,11591,10585,11827
10395,11515,10597,11740
10408,11436,10607,11651
10419,11351,10615,11541
10428,11245,10618,11446
10421,11201,10566,11723
10352,11689,10497,12528
10310,12389,10502,12819
10325,12461,10532,12595
10350,12196,10555,12316
10362,11974,10551,12257
10357,11986,10545,12328
10361,12028,10554,12257
10373,11904,10568,12032
10385,11681,10577,11832
10389,11516,10579,11727
10389,11444,10585,11678
10394,11399,10598,11617
10405,11340,10613,11546
10419,11272,10628,11456
10435,11184,10644,11345
10451,11077,10648,11260
10437,11087,10572,11754
10355,11795,10502,12645
10318,12508,10507,12876
10331,12525,10531,12641
10347,12262,10547,12392
10354,12072,10546,12345
10352,12079,10547,12381
10359,12084,10563,12281
10378,11941,10580,12054
10394,11718,10589,11852
10399,11553,10589,11742
10399,11472,10590,11688
10399,11428,10598,11635
10406,11367,10614,11529
10421,11257,10635,11389
10436,11133,10631,11383
10405,11307,10551,12098
10344,12099,10521,12732
10341,12496,10540,12682
10360,12316,10557,12378
10372,12026,10557,12185
10362,11922,10543,12243
10350,12007,10548,12273
10361,11977,10574,12098
10385,11771,10599,11857
10405,11556,10611,11702
10414,11450,10614,11655
10419,11412,10617,11604
10425,11358,10620,11528
10425,11295,10596,11598
10379,11529,10530,12229
10333,12154,10526,12594
10343,12317,10562,12397
10377,12028,10597,12016
10398,11708,10592,11923
10389,11726,10579,12063
10387,11843,10587,12043
10400,11755,10602,11834
10412,11538,10611,11635
10416,11379,10616,11525
10419,11296,10626,11458
10428,11233,10642,11373
10441,11155,10639,11391
10412,11334,10572,12042
10362,12036,10551,12568
10366,12347,10576,12459
10393,12112,10601,12080
10410,11758,10596,11889
10393,11693,10575,12019
10379,11836,10581,12069
10390,11811,10608,11885
10414,11596,10635,11633
10435,11372,10651,11469
10447,11257,10655,11422
10453,11237,10657,11416
10458,11225,10663,11353
10466,11145,10671,11234
10458,11088,10604,11621
10374,11723,10532,12552
10336,12498,10541,12846
10354,12564,10573,12610
10380,12290,10593,12342
10392,12080,10588,12283
10386,12085,10579,12341
10387,12111,10588,12245
10399,11966,10603,12005
10410,11729,10615,11777
10417,11535,10624,11642
10423,11433,10632,11581
10429,11390,10644,11536
10441,11339,10663,11437
10461,11231,10681,11293
10472,11120,10639,11490
10405,11572,10550,12417
10348,12433,10537,12875
10354,12629,10562,12667
10373,12341,10582,12335
10383,12058,10580,12213
10375,12027,10576,12288
10376,12090,10591,12244
10396,11989,10617,12020
10421,11747,10635,11768
10435,11531,10640,11620
10439,11424,10640,11552
10439,11369,10641,11504
10440,11324,10649,11435
10448,11249,10667,11309
10463,11118,10685,11173
10464,11060,10628,11572
10392,11705,10563,12487
10362,12455,10572,12751
10385,12485,10602,12449
10411,12132,10615,12102
10411,11879,10592,12104
10387,11973,10580,12250
10382,12068,10595,12186
10398,11942,10621,11951
10419,11709,10640,11749
10434,11551,10649,11658
10441,11495,10652,11637
10448,11476,10658,11591
10456,11414,10666,11476
10463,11299,10662,11400
10435,11357,10582,11981
10361,12078,10542,12688
10347,12577,10568,12713
10377,12426,10609,12331
10409,12038,10621,12059
10406,11901,10600,12179
10394,12059,10597,12273
10401,12075,10612,12115
10417,11870,10627,11853
10427,11632,10633,11676
10428,11503,10637,11614
10429,11471,10642,11605
10434,11462,10656,11566
10449,11408,10676,11456
10467,11293,10682,11371
10449,11338,10598,11980
10370,12125,10540,12812
10346,12735,10552,12906
10364,12633,10574,12589
10379,12310,10583,12333
10373,12151,10568,12384
10361,12248,10572,12453
10372,12255,10596,12301
10397,12057,10619,12036
10416,11811,10628,11852
10422,11676,10626,11786
10422,11630,10626,11737
10424,11575,10632,11646
10427,11487,10621,11641
10389,11639,10547,12295
10329,12367,10525,12878
10329,12731,10552,12819
10357,12545,10579,12504
10378,12245,10579,12328
10370,12169,10560,12415
10359,12265,10558,12424
10364,12210,10573,12230
10376,11991,10585,12008
10382,11803,10594,11872
10389,11695,10607,11785
10400,11617,10619,11707
10408,11564,10596,11840
10365,11874,10531,12514
10325,12509,10523,12843
10334,12631,10543,12647
10352,12365,10560,12318
10357,12089,10546,12249
10339,12122,10536,12366
10336,12202,10553,12305
10355,12078,10579,12072
10377,11846,10598,11858
10391,11675,10602,11772
10395,11624,10604,11738
10401,11580,10609,11648
10407,11482,10605,11571
10378,11535,10521,12173
10298,12295,10475,12939
10280,12841,10497,12993
10304,12728,10525,12713
10327,12443,10536,12493
10329,12302,10526,12506
10324,12348,10526,12517
10330,12307,10536,12355
10342,12116,10548,12118
10350,11897,10553,11943
10351,11761,10556,11851
10351,11693,10565,11804
10359,11645,10579,11727
10372,11567,10595,11635
10389,11472,10612,11507
10406,11344,10622,11374
10408,11263,10568,11640
10328,11801,10468,12673
10264,12746,10455,13172
10268,12968,10475,13011
10281,12742,10490,12770
10290,12534,10493,12659
10288,12481,10492,12667
10293,12477,10505,12582
10309,12350,10521,12373
10324,12136,10532,12152
10334,11932,10534,11984
10334,11798,10534,11893
10334,11725,10542,11807
10339,11636,10554,11704
10350,11536,10572,11589
10365,11428,10588,11478
10381,11325,10607,11353
10399,11206,10615,11248
10390,11193,10536,11747
10301,11942,10454,12756
10256,12775,10452,13083
10266,12855,10475,12836
10281,12568,10488,12575
10284,12368,10484,12527
10279,12376,10486,12564
10287,12382,10503,12462
10306,12234,10525,12215
10328,11981,10537,11975
10336,11780,10537,11846
10336,11681,10537,11773
10335,11619,10542,11696
10340,11538,10554,11594
10348,11444,10570,11492
10362,11348,10589,11379
10380,11240,10607,11264
10396,11141,10603,11247
10367,11287,10517,11951
10296,12098,10476,12644
10284,12552,10495,12619
10305,12368,10523,12249
10323,12006,10527,12019
10313,11905,10511,12148
10302,12061,10517,12232
10316,12070,10544,12065
10343,11858,10569,11796
10363,11615,10577,11614
10369,11482,10574,11552
10368,11446,10573,11527
10368,11416,10581,11448
10375,11322,10597,11305
10388,11182,10608,11193
10375,11186,10543,11709
10309,11884,10498,12491
10294,12474,10518,12612
10322,12403,10548,12294
10348,12061,10557,11992
10346,11856,10536,12015
10327,11943,10527,12109
10326,11984,10544,11994
10342,11817,10569,11740
10361,11577,10590,11536
10376,11412,10603,11427
10389,11333,10614,11370
10401,11284,10623,11307
10412,11218,10631,11216
10421,11126,10641,11086
10430,10998,10648,10960
10419,10956,10581,11392
10338,11630,10515,12318
10305,12387,10529,12595
10327,12438,10560,12358
10353,12174,10579,12108
10364,11977,10573,12055
10358,11985,10562,12115
10355,12029,10567,12058
10364,11919,10583,11846
10375,11700,10595,11629
10383,11519,10606,11501
10390,11423,10618,11430
10401,11359,10634,11354
10416,11290,10651,11270
10433,11203,10665,11155
10449,11090,10679,11018
10461,10968,10668,10991
10422,11119,10578,11711
10348,11939,10540,12416
10335,12411,10563,12424
10357,12269,10590,12145
10378,12000,10606,11936
10381,11875,10597,11992
10378,11967,10601,12033
10390,11947,10617,11884
10407,11767,10630,11658
10417,11561,10635,11493
10418,11434,10637,11416
10418,11381,10642,11388
10422,11360,10656,11333
10436,11290,10678,11214
10455,11171,10697,11082
10469,11072,10672,11209
10423,11400,10604,11930
10382,12079,10595,12294
10390,12233,10620,12098
10413,11951,10643,11733
10421,11649,10631,11668
10402,11706,10619,11855
10400,11858,10638,11845
10420,11776,10664,11649
10443,11575,10684,11447
10461,11400,10691,11328
10467,11318,10691,11289
10469,11292,10692,11249
10472,11244,10699,11170
10472,11185,10673,11290
10423,11492,10608,11994
10380,12169,10606,12390
10392,12358,10640,12228
10425,12107,10668,11893
10442,11826,10660,11816
10429,11852,10641,11966
10421,11986,10643,11971
10428,11921,10658,11777
10440,11713,10672,11567
10448,11537,10679,11464
10450,11481,10686,11458
10458,11478,10701,11417
10474,11422,10717,11321
10486,11343,10696,11404
10442,11614,10614,12156
10384,12376,10594,12642
10384,12626,10614,12505
10401,12395,10631,12201
10410,12130,10629,12084
10399,12101,10622,12173
10398,12185,10635,12158
10415,12111,10659,11971
10436,11913,10673,11771
10448,11745,10676,11665
10451,11671,10674,11615
10452,11620,10678,11538
10455,11541,10676,11481
10431,11592,10608,11987
10364,12244,10570,12676
10352,12741,10590,12751
10373,12670,10611,12535
10392,12448,10620,12341
10395,12307,10609,12322
10386,12328,10603,12339
10387,12306,10610,12212
10395,12146,10622,11998
10403,11945,10632,11833
10408,11812,10643,11735
10417,11727,10658,11649
10430,11648,10664,11592
10420,11681,10607,12025
10364,12256,10563,12661
10349,12724,10570,12738
10360,12655,10583,12506
10371,12401,10588,12279
10364,12251,10575,12294
10352,12306,10577,12329
10358,12295,10598,12198
10379,12127,10621,11978
10398,11923,10633,11813
10408,11796,10635,11749
10411,11756,10635,11711
10414,11710,10638,11627
10417,11622,10641,11535
10407,11587,10589,11847
10343,12086,10536,12553
10318,12660,10551,12730
10338,12655,10581,12487
10364,12381,10596,12229
10369,12203,10580,12259
10355,12296,10571,12350
10356,12329,10579,12238
10366,12170,10590,12023
10372,11969,10598,11855
10374,11841,10599,11802
10375,11813,10611,11763
10386,11759,10628,11666
10402,11660,10639,11572
10398,11645,10584,11945
10340,12180,10534,12599
10320,12677,10541,12694
10334,12605,10563,12396
10350,12287,10568,12140
10341,12134,10552,12207
10328,12244,10555,12284
10336,12264,10577,12156
10358,12093,10599,11933
10377,11888,10610,11771
10385,11765,10610,11704
10387,11720,10609,11667
10387,11683,10609,11616
10388,11628,10616,11528
10394,11533,10630,11403
10402,11423,10616,11447
10356,11679,10529,12291
10291,12578,10504,12971
10292,12997,10526,12936
10313,12839,10539,12683
10324,12596,10535,12520
10314,12502,10518,12546
10302,12539,10518,12521
10305,12468,10533,12343
10318,12267,10553,12115
10332,12064,10566,11961
10342,11943,10577,11876
10353,11872,10585,11806
10363,11805,10592,11725
10371,11723,10597,11627
10377,11624,10604,11503
10383,11504,10609,11386
10375,11448,10555,11702
10302,11994,10483,12592
10261,12770,10488,12936
10278,12882,10518,12730
10304,12617,10537,12438
10314,12383,10525,12386
10301,12414,10510,12488
10296,12479,10514,12424
10304,12357,10528,12203
10313,12133,10538,11996
10319,11961,10546,11882
10323,11877,10554,11829
10330,11835,10567,11773
10344,11771,10583,11665
10362,11652,10597,11514
10370,11535,10562,11653
10316,11874,10487,12378
10267,12555,10475,12743
10270,12709,10503,12536
10295,12406,10531,12145
10307,12088,10523,12078
10294,12129,10517,12215
10298,12228,10533,12167
10317,12118,10554,11955
10336,11903,10566,11744
10345,11728,10566,11635
10344,11652,10564,11591
10343,11613,10566,11549
10344,11574,10577,11478
10353,11494,10596,11354
10369,11371,10605,11274
10350,11438,10522,11939
10274,12280,10466,12830
10252,12948,10476,12993
10270,12909,10493,12729
10283,12624,10497,12477
10278,12442,10482,12461
10263,12474,10479,12503
10265,12473,10497,12374
10283,12302,10522,12123
10303,12060,10540,11911
10318,11887,10548,11797
10326,11801,10551,11739
10330,11751,10553,11676
10334,11683,10560,11569
10341,11567,10571,11419
10347,11435,10557,11420
10303,11631,10472,12201
10236,12480,10445,12881
10234,12914,10471,12860
10261,12754,10496,12556
10281,12460,10498,12364
10275,12362,10478,12429
10262,12445,10474,12457
10264,12412,10487,12282
10276,12205,10502,12045
10285,11994,10514,11882
10292,11870,10521,11814
10299,11820,10533,11766
10311,11769,10548,11670
10327,11660,10561,11532
10335,11546,10531,11623
10285,11833,10457,12328
10236,12508,10444,12714
10240,12682,10472,12519
10266,12386,10502,12115
10279,12052,10495,12031
10267,12085,10485,12194
10266,12219,10498,12188
10285,12142,10521,11974
10305,11912,10534,11742
10316,11715,10536,11610
10315,11623,10533,11571
10311,11602,10534,11549
10314,11570,10547,11465
10325,11473,10565,11338
10330,11394,10521,11620
10265,11920,10446,12544
10224,12739,10442,12951
10237,12908,10463,12773
10255,12661,10474,12480
10258,12415,10458,12416
10238,12435,10443,12517
10231,12502,10454,12452
10244,12379,10478,12219
10263,12138,10498,11990
10278,11950,10508,11873
10286,11870,10513,11829
10293,11828,10520,11752
10302,11741,10523,11648
