=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.01.04 14:42:32 =~=~=~=~=~=~=~=~=~=~=~=
23495,11738
23495,11738
23495,11738
23494,11738
23495,11738
23495,11738
23495,11738
23495,11737
23495,11737
23495,11737
23495,11737
23495,11737
23495,11737
23495,11737
23495,11737
23495,11737
23495,11737
23494,11737
23495,11738
23495,11737
23494,11738
23495,11737
23495,11738
23495,11738
23495,11737
23495,11739
23495,11740
23495,11739
23495,11739
23495,11739
23495,11739
23495,11739
23495,11739
23495,11738
23495,11737
23495,11738
23495,11738
23495,11739
23495,11738
23495,11738
23495,11739
23495,11739
23494,11739
23495,11739
23494,11740
23494,11740
23495,11739
23495,11739
23495,11739
23495,11740
23495,11739
23495,11740
23495,11740
23495,11740
23495,11741
23495,11739
23495,11739
23495,11739
23495,11740
23495,11740
23495,11740
23495,11740
23495,11739
23495,11739
23495,11739
23495,11739
23495,11739
23495,11738
23495,11739
23495,11739
23496,11738
23495,11739
23495,11738
23495,11738
23495,11740
23495,11740
23495,11740
23495,11740
23495,11740
23495,11741
23495,11740
23495,11739
23495,11739
23495,11737
23495,11739
23495,11739
23495,11738
23495,11738
23495,11739
23495,11739
23495,11739
23495,11739
23495,11738
23495,11738
23495,11739
23495,11739
23495,11739
23495,11739
23495,11740
23495,11739
23495,11739
23495,11739
23495,11738
23495,11739
23495,11739
23495,11739
23495,11739
23495,11739
23495,11739
23495,11738
23495,11738
23495,11738
23495,11738
23495,11739
23495,11738
23495,11739
23495,11739
23495,11738
23495,11737
23495,11738
23495,11739
23495,11738
23495,11738
23495,11739
23495,11740
23495,11739
23495,11740
23495,11739
23495,11739
23495,11739
23495,11740
23495,11739
23495,11739
23495,11740
23495,11740
23495,11740
23495,11740
23495,11740
23495,11741
23495,11740
23495,11740
23495,11740
23496,11740
23495,11740
23495,11741
23495,11741
23495,11740
23495,11740
23496,11740
23495,11741
23495,11741
23495,11741
23495,11741
23495,11741
23495,11742
23495,11741
23495,11742
23495,11741
23495,11741
23495,11742
23495,11741
23495,11742
23495,11741
23495,11741
23495,11741
23495,11741
23495,11740
23495,11741
23495,11740
23495,11740
23495,11740
23495,11740
23495,11739
23495,11740
23495,11739
23495,11738
23495,11738
23495,11738
23495,11737
23495,11737
23495,11737
23495,11737
23495,11736
23495,11737
23495,11736
23495,11736
23495,11736
23495,11736
23495,11736
23495,11736
23495,11736
23495,11737
23495,11738
23494,11738
23495,11740
23494,11739
23494,11739
23494,11740
23494,11739
23494,11740
23494,11740
23494,11741
23494,11741
23494,11741
23494,11741
23494,11742
23494,11742
23494,11741
23494,11742
23494,11743
23494,11742
23494,11743
23495,11743
23494,11743
23494,11743
23494,11744
23495,11744
23494,11743
23494,11744
23494,11744
23495,11744
23494,11743
23494,11743
23494,11742
23494,11743
23494,11743
23494,11744
23494,11745
23494,11744
23494,11745
23494,11744
23494,11745
23494,11744
23494,11744
23494,11745
23494,11745
23494,11745
23494,11746
23494,11746
23494,11745
23495,11745
23494,11745
23494,11745
23494,11745
23494,11746
23495,11745
23495,11747
23494,11746
23495,11748
23494,11749
23494,11749
23494,11750
23494,11750
23494,11751
23494,11750
23494,11750
23494,11751
23494,11750
23494,11751
23494,11749
23494,11749
23494,12408
15637,23502
9364,23503
6150,23503
4306,23504
3282,23504
2557,23503
2079,23506
1889,23505
1868,23505
1898,23505
1965,23505
2054,23505
2208,23505
2608,23505
3059,23505
3274,23505
3364,23505
3426,23505
3474,23505
3526,23505
3631,23505
3787,23505
3987,23505
4237,23505
4419,23505
4419,23505
4488,23505
4293,23505
4002,23505
3736,23505
3549,23505
3532,23505
3808,23505
4293,23505
4839,23505
5314,23505
5724,23505
6075,23505
6374,23505
6623,23505
6835,23505
7015,23505
7176,23505
7316,23505
7449,23504
7609,23505
7773,23505
7942,23505
8124,23505
8305,23505
8480,23505
8641,23505
8792,23505
8941,23505
9089,23504
9239,23505
9391,23505
9542,23505
9690,23504
9833,23505
9974,23505
10108,23504
10234,23505
10362,23505
10500,23505
10648,23505
10801,23505
10948,23505
11076,23504
11194,23505
11307,23388
11421,22722
11534,21725
11647,20534
11768,19212
11899,17769
12029,16251
12158,14703
12287,13151
12404,11645
12510,10238
12608,8957
12691,7833
12765,6859
12830,6026
12877,5357
12913,4853
12934,4522
12950,4330
12967,4227
13006,4104
13081,3804
13194,3213
13334,2302
13465,1197
13587,79
13695,65535
13800,65535
13901,65535
13993,65535
14070,65535
14131,65535
14163,65535
14142,65535
14077,65535
13986,65535
13886,65535
13790,2
13681,400
13551,1362
13411,2714
13252,4368
13091,6227
12960,8090
12862,9783
12790,11213
12738,12365
12701,13247
12675,13898
12657,14361
12647,14675
12644,14862
12644,14953
12646,14975
12649,14948
12654,14891
12656,14820
12657,14752
12658,14688
12660,14623
12660,14564
12660,14511
12661,14460
12663,14407
12667,14345
12675,14259
12685,14151
12696,14021
12707,13878
12717,13730
12727,13584
12731,13458
12715,13424
12675,13563
12623,13883
12584,14280
12563,14631
12559,14859
12569,14941
12585,14892
12601,14754
12613,14577
12623,14397
12628,14235
12631,14101
12636,13981
12643,13861
12652,13730
12659,13596
12663,13478
12665,13378
12668,13293
12673,13208
12680,13115
12688,13008
12698,12887
12708,12755
12719,12615
12729,12473
12739,12335
12749,12201
12758,12074
12766,11957
12774,11850
12782,11751
12791,11654
12801,11555
12811,11454
12821,11351
12832,11248
12843,11146
12854,11045
12864,10947
12875,10855
12886,10763
12898,10668
12910,10573
12923,10477
12936,10381
12949,10284
12962,10185
12976,10086
12991,9982
13007,9872
13014,9792
13010,9781
12980,9915
12932,10242
12882,10714
12847,11218
12831,11642
12829,11929
12834,12089
12837,12164
12840,12195
12841,12208
12843,12209
12846,12196
12849,12172
12854,12134
12862,12078
12873,11994
12883,11893
12890,11794
12895,11708
12900,11633
12906,11568
12911,11502
12918,11433
12925,11361
12934,11281
12943,11192
12954,11095
12964,10991
12975,10884
12985,10776
12995,10670
13004,10574
13013,10483
13022,10399
13030,10320
13038,10247
13047,10180
13056,10115
13065,10048
13075,9981
13084,9913
13095,9845
13106,9774
13117,9702
13128,9630
13139,9558
13152,9487
13163,9416
13175,9347
13187,9279
13200,9212
13212,9146
13225,9082
13237,9019
13250,8956
13263,8894
13275,8836
13288,8776
13301,8715
13314,8650
13328,8580
13343,8507
13356,8435
13358,8402
13329,8516
13270,8868
13207,9426
13157,10059
13128,10631
13118,11058
13121,11319
13127,11447
13133,11490
13136,11497
13134,11503
13128,11528
13123,11569
13123,11603
13126,11609
13132,11585
13137,11540
13141,11492
13144,11449
13145,11414
13147,11384
13151,11351
13156,11312
13161,11263
13168,11207
13175,11141
13183,11070
13191,10994
13200,10914
13208,10834
13215,10760
13222,10693
13229,10633
13235,10579
13242,10531
13249,10484
13256,10439
13264,10391
13272,10340
13280,10290
13289,10239
13298,10187
13307,10134
13317,10077
13327,10016
13338,9954
13348,9891
13359,9829
13368,9772
13378,9718
13388,9665
13399,9612
13409,9556
13420,9496
13431,9432
13440,9376
13437,9370
13405,9506
13353,9845
13301,10333
13264,10851
13246,11289
13243,11586
13249,11744
13255,11799
13260,11801
13260,11790
13256,11792
13251,11812
13249,11835
13252,11837
13258,11810
13264,11757
13268,11698
13270,11645
13271,11605
13272,11573
13275,11542
13280,11502
13286,11450
13293,11385
13300,11311
13309,11229
13317,11142
13326,11052
13334,10964
13341,10882
13348,10807
13356,10739
13363,10676
13370,10615
13377,10560
13384,10508
13391,10459
13398,10408
13406,10358
13414,10307
13423,10254
13433,10199
13442,10139
13452,10078
13462,10016
13472,9955
13482,9894
13492,9836
13502,9776
13512,9719
13521,9666
13530,9618
13539,9571
13548,9529
13557,9488
13565,9449
13574,9407
13584,9363
13594,9314
13603,9262
13610,9219
13598,9248
13555,9454
13495,9874
13441,10424
13406,10972
13391,11405
13390,11682
13396,11817
13403,11855
13406,11848
13405,11836
13399,11845
13393,11875
13390,11908
13392,11917
13397,11893
13403,11847
13407,11793
13408,11745
13409,11709
13411,11677
13414,11644
13419,11599
13426,11543
13433,11475
13441,11397
13450,11313
13458,11226
13467,11138
13475,11055
13482,10976
13490,10905
13497,10841
13503,10782
13510,10730
13517,10681
13524,10633
13531,10585
13538,10540
13546,10492
13555,10443
13564,10389
13573,10334
13581,10278
13590,10221
13600,10163
13609,10105
13618,10045
13627,9989
13636,9936
13645,9885
13653,9836
13661,9787
13670,9739
13677,9698
13684,9659
13691,9621
13699,9582
13706,9541
13715,9497
13723,9447
13731,9394
13738,9345
13735,9336
13703,9461
13648,9793
13592,10292
13550,10835
13529,11297
13525,11612
13530,11776
13540,11822
13546,11806
13546,11777
13543,11765
13539,11775
13536,11796
13536,11806
13541,11792
13546,11755
13549,11714
13551,11676
13552,11649
13554,11628
13558,11602
13563,11562
13571,11509
13578,11446
13586,11374
13595,11295
13605,11212
13613,11127
13622,11045
13630,10969
13637,10899
13645,10837
13651,10781
13658,10730
13665,10683
13671,10640
13679,10595
13686,10550
13693,10507
13701,10462
13709,10414
13717,10363
13725,10311
13734,10255
13742,10200
13750,10144
13759,10089
13767,10034
13775,9980
13782,9928
13790,9880
13797,9834
13803,9790
13809,9750
13815,9714
13821,9681
13826,9650
13832,9618
13838,9583
13845,9544
13852,9500
13859,9452
13866,9405
13866,9380
13843,9460
13793,9735
13735,10196
13688,10742
13662,11236
13654,11594
13660,11790
13671,11852
13680,11832
13684,11788
13683,11757
13679,11755
13675,11773
13676,11788
13680,11782
13684,11759
13687,11732
13687,11713
13688,11704
13689,11698
13693,11684
13698,11659
13705,11618
13712,11566
13719,11504
13728,11436
13736,11361
13744,11287
13751,11216
13758,11149
13765,11087
13772,11030
13777,10980
13782,10937
13788,10897
13793,10859
13798,10825
13803,10791
13809,10756
13816,10717
13822,10674
13828,10628
13835,10578
13842,10527
13848,10475
13855,10425
13861,10377
13866,10329
13872,10285
13877,10243
13883,10202
13888,10163
13895,10122
13901,10078
13907,10032
13912,9989
13912,9968
13892,10032
13848,10267
13795,10673
13752,11157
13728,11596
13722,11909
13726,12077
13735,12126
13741,12110
13743,12076
13740,12057
13734,12063
13730,12087
13730,12104
13735,12094
13740,12058
13743,12015
13744,11977
13744,11952
13747,11932
13750,11906
13755,11871
13762,11822
13769,11760
13777,11690
13785,11612
13794,11533
13801,11454
13808,11379
13816,11310
13821,11247
13827,11194
13833,11145
13839,11099
13844,11057
13850,11018
13855,10981
13861,10943
13867,10907
13873,10867
13879,10822
13886,10777
13892,10730
13899,10681
13905,10632
13912,10582
13918,10533
13924,10486
13930,10441
13936,10398
